_id,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）,實際預約網址（手動）,爬蟲分類（手動）,醫事機構代碼（自動）,是否現在為施打點？（自動）,Last Modified,備註（手動）,預約方式（手動）,是否可以爬蟲（手動）,爬蟲結果（手動）,爬蟲人（手動）,爬蟲程式碼（手動）,開放預約時間（手動）
rec042pWIkM2XYbPz,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣,彰化市,彰化縣彰化市中山路一段366號,120.535784,24.061299,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,04-7113456,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,彰基醫院系列,1137010051,1,2021-07-11T05:50:20.000Z
rec08cD0RKn76Wh13,臺東縣延平鄉衛生所,臺東縣,延平鄉,臺東縣延平鄉桃源村昇平路11號,121.085663,22.902109,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346120010,089-561040,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346120010,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統
rec0AWIzBqlCkyReN,卓醫院,彰化縣,北斗鎮,彰化縣北斗鎮西安里中山路一段311號,120.51554,23.872278,https://docs.google.com/forms/d/e/1FAIpQLSdpYfIuWqdcQ295WbggrKmRa9fZUlBUNQmZEvt6pwV9yqYmXg/viewform,04-8882995,,,1537040066,1,2021-07-11T05:50:20.000Z,"無法找到任何資料
",
rec0FuMJbi7riIuKY,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正路291號,121.494082,24.993746,"https://www.shh.org.tw/page/ShhregVaccine.aspx
",02-22490088,https://www.shh.org.tw/page/ShhregVaccine.aspx,北醫系列,1331040513,1,2021-07-11T11:05:50.000Z,,掛號系統
rec0GpEaNU2mmptpo,東港靜思堂(東港衛生所站),屏東縣,東港鎮,928台灣屏東縣東港鎮,120.4634753,22.471462,,"08 832 5310",,,,,2021-07-11T15:18:58.000Z,各縣市資料,
rec0HMofu1o1WZTxb,衛生福利部臺南醫院,臺南市,中西區,臺南市中西區中山路125號,120.209228,22.995819,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,06-2200055,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,衛福部系列,0121050011,1,2021-07-11T05:50:20.000Z,,
recGyWJFMMbl8V8lL,天主教靈醫會醫療財團法人羅東聖母醫院,宜蘭縣,羅東鎮,宜蘭縣羅東鎮中正南路160號,121.770714,24.671434,http://netreg.smh.org.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=FJ&Date=&Noon=,03-9544106,https://netreg.smh.org.tw/OINetReg/OINetReg.Reg/Reg_NetReg.aspx,衛福部系列,1134020028,1,2021-07-11T11:05:50.000Z,,"預約系統, 電話預約",
recHEQNTHgVW8nk9E,臺北市立聯合醫院大安門診部,臺北市,大安區,臺北市大安區辛亥路3段15號,121.544299,25.021574,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=4&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-27390997,https://tpech.gov.taipei/cp.aspx?n=BE9341119042AFED,北市聯醫系統,2101020019,1,2021-07-11T11:05:50.000Z,,掛號系統,
recHKloqSkwr0w4B0,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,新竹市,東區,新竹市東區光復路二段690號,120.990781,24.800087,"https://hcreg.mmh.org.tw/DrSch.aspx?dept=O26A&dr=O26A&drname=&Lang=C
",03-6119595,https://hcreg.mmh.org.tw/DrSch.aspx?dept=O26A&dr=O26A&drname=&Lang=C,馬偕醫院系列,1112010519,1,2021-07-11T11:05:50.000Z,,掛號系統,
recHMMj3haIxEOMIH,光田醫療社團法人光田綜合醫院-大甲院區,臺中市,大甲區,台中市大甲區經國路321號,120.6162884,24.3466792,台中市大甲區經國路321號,(04)2688-5599,http://www.ktgh.com.tw/Reg_Covid_19.asp,光田醫院系列,0936050029b,1,2021-07-11T05:50:20.000Z,"用同一網址預約
",,
recHNlmmSrEJ0iorb,中山醫院會議室,臺北市,大安區,台北市大安區仁愛路四段112巷13弄8號1樓,121.5500243256,25.036268516766,,,,,,,2021-07-11T15:20:04.000Z,各縣市資料,,
recHOondhEM6ETclt,康健內兒科診所,臺南市,中西區,台南市中西區健康路一段176號,,,,06-2146929,,,,,2021-07-11T15:22:14.000Z,各縣市資料,,
recHSNP27WE3mIgNn,臺北市立聯合醫院附設松山門診部,臺北市,松山區,臺北市松山區八德路4段692號,121.57725073353,25.049863179303,,,,,,,2021-07-11T15:19:10.000Z,各縣市資料,,
recHU3RquAgVUWhaX,台南市新市區衛生所,臺南市,新市區,臺南市新市區新市里中興街12號,,,,06-5992504,,,,,2021-07-11T15:22:09.000Z,各縣市資料,,
recHXgJziUUQSKmZ2,苗栗縣苗栗市衛生所,苗栗縣,苗栗市,苗栗縣苗栗市建民街28號,120.824894,24.565957,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335010012,037-277129,https://docs.google.com/forms/d/e/1FAIpQLSfxWAq1Ga_1sPweLZEcM915CvbjuI3k-WwzHD4WGb0GSNxQTw/viewform,google表單系列,2335010012,1,2021-07-11T05:50:20.000Z,,,
recHaDpdwOSrgXL63,奇美醫療財團法人佳里奇美醫院,臺南市,佳里區,臺南市佳里區佳興里佳里興606號,120.183662,23.181698,http://www.chimei.org.tw/opdschedule/index.aspx?ihosp=14&lang=CH,06-7263333,https://www.chimei.org.tw/opdschedule/vaccineLogin.aspx?ihosp=14,奇美醫院系列,1105050012,1,2021-07-11T05:50:20.000Z,,,
recHbzta92EisqDzM,台南市仁德區衛生所,臺南市,仁德區,臺南市仁德區仁德里中山路606巷2號,,,,06-2704153,,,,,2021-07-11T15:22:09.000Z,各縣市資料,,
recHdltmAEzDvX0eA,枋寮高中(枋寮、枋山衛生所),屏東縣,枋寮鄉,940台灣屏東縣枋寮鄉,120.5903571,22.3706155,,"08 878 2940",,,,,2021-07-11T15:18:58.000Z,各縣市資料,,
recHgZn6hfKMLIFFj,杏慈診所,臺北市,中山區,臺北市中山區民權東路二段152巷2-1號1樓,121.53498410098,25.06189677409,,02-2501-3109,,,,,2021-07-11T15:19:25.000Z,各縣市資料,,
recHgtphpGCNDErgL,陳淑玲林原弘兒科診所,臺南市,東區,台南市東區崇學路229号,,,,06-2900255,,,,,2021-07-11T15:22:44.000Z,各縣市資料,,
recHk0IlEVlmZhI5z,新光醫療財團法人新光吳火獅紀念醫院,臺北市,士林區,臺北市士林區文昌路95號及士商路51號1至7樓53、55號,121.520289,25.09624,https://www.skh.org.tw/skh_regis/#/register/step,02-28332211,https://www.skh.org.tw/skh_regis/#/register/step,醫院各自系統,1101150011,1,2021-07-11T11:05:50.000Z,,掛號系統,
recHngfVEUaEmzDiO,呂品宜小兒科診所,臺南市,東區,台南市東區崇明路415號,,,,06-2674333,,,,,2021-07-11T15:22:44.000Z,各縣市資料,,
recHz1OlWRjybBgci,新北市樹林區衛生所,新北市,樹林區,新北市樹林區樹新路40－7號1、2樓,121.428524,24.99614,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331070012,02-26812134,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331070012,1,2021-07-11T11:05:50.000Z,,預約系統,是
recHzAyk1VSGXWaQn,松展診所,臺北市,南港區,台北市南港區忠孝東路六段110巷18號,121.58511891607,25.046718413937,,02-2763-1373,,,,,2021-07-11T15:20:00.000Z,各縣市資料,,
recI0WXOEpiBSAmoW,澎湖縣七美鄉衛生所,澎湖縣,七美鄉,澎湖縣七美鄉中和村埔內54號,119.430963,23.204103,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344060011,06-9971005,https://docs.google.com/forms/d/e/1FAIpQLScydIipaylukL2l-FUoC5ls7zjXSi6f_fO_rUvvt6tjHBc4pQ/viewform,google表單系列,2344060011,1,2021-07-11T11:05:50.000Z,,google表單,
recI2cnBGqYecBuJC,衛生福利部基隆醫院,基隆市,信義區,基隆市信義區信二路268號,121.748322,25.130455,https://netreg.kln.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_NetReg.aspx,02-24292525,https://netreg.kln.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_NetReg.aspx,衛福部系列,0111070010,1,2021-07-11T11:05:50.000Z,,掛號系統,是,https://vaxx.g0v.ronny.tw/crawl-kln.mohw.php,"Ronny Wang",https://github.com/ronnywang/vaxx-crawler/blob/master/crawl-kln.mohw.php
recICAqifTk0V43e9,彰化縣大村鄉衛生所,彰化縣,大村鄉,彰化縣大村鄉大村村中正西路340號,120.546964,23.993541,https://datphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNqm5mYocja,04-8520513,,彰化衛生所系列,2337150019,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recIL6HWGGDNOI0Nj,臺南市東山區衛生所,臺南市,東山區,臺南市東山區東山里236號1樓,,,,06-6802618,,,,,2021-07-11T15:22:06.000Z,各縣市資料,,,,,
recIMqLclKeMtfTRN,士林小兒科診所,臺北市,士林區,臺北市士林區中正路249號,121.52538419076,25.095062925898,,02-2881-2485,,,,,2021-07-11T15:19:13.000Z,各縣市資料,,,,,
recINVVomCDpRuup0,台大國際會議中心、台大醫學院體育館,臺北市,中正區,台北市中正區徐州路2號,121.521522289,25.041026632582,,,,,,,2021-07-11T15:20:07.000Z,各縣市資料,,,,,
recIQg2eDfXE7JJNF,臺北市立聯合醫院-仁愛院區,臺北市,大安區,台北市大安區仁愛路四段10號,121.545302,25.03754,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=F&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-27093600,https://booking.health.gov.tw/Home/notyet,北市衛生局系列,0101090517h,1,2021-07-11T11:05:50.000Z,,不詳,是,,,
recIWtkPkoCAr4YIz,健仁醫院,高雄市,楠梓區,高雄市楠梓區中陽里楠陽路136號,120.328988,22.72362,http://reg.jiannren.org.tw/JRNetReg/KReg/ScheduleListCovid19.aspx,07-3517166,http://reg.jiannren.org.tw/JRNetReg/KReg/ScheduleListCovid19.aspx,醫院各自系統,1502040021,1,2021-07-11T05:50:20.000Z,,,,,,
recIf2uJy2P8NO8qT,為恭醫療財團法人為恭紀念醫院,苗栗縣,頭份市,351苗栗縣頭份市信義路128號,120.9083424216,24.687740211354,https://app2.weigong.org.tw/WebReg/ym/reg/DoctorList.jsp,037-676811,https://docs.google.com/forms/d/e/1FAIpQLSfndt1HRnrkHbc0YF462FvEUILMH_kC32RrObvF8DyN5pPI5w/closedform,google表單系列,1135050020,1,2021-07-11T05:50:20.000Z,,,,,,
recIkigwEsUI7eA4b,花蓮縣玉里鎮衛生所,花蓮縣,玉里鎮,花蓮縣玉里鎮泰昌里中正路152號,121.314916,23.336409,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345030017,03-8882046,,,2345030017,1,2021-07-11T11:05:50.000Z,,不詳,,,,
recIlqfE97RBSbsxB,吳世安內科診所,臺南市,歸仁區,台南市歸仁區民族北街17巷2號、6號,,,,06-2393396,,,,,2021-07-11T15:23:02.000Z,各縣市資料,,,,,
recItPV19MqcVMNik,王日榮耳鼻喉科診所,臺南市,南區,台南市南區大同路二段102號,,,,06-2149955,,,,,2021-07-11T15:22:47.000Z,各縣市資料,,,,,
recIy68m0zTW6Xorw,張晉豪診所,臺北市,北投區,臺北市北投區中央南路一段155號,121.50115498757,25.129562847083,,02-2891-3820,,,,,2021-07-11T15:19:49.000Z,各縣市資料,,,,,
recIzP6sC1tLcjRFl,王舒岳兒科診所,臺南市,東區,台南市東區生產路281號,,,,06-2902816,,,,,2021-07-11T15:22:42.000Z,各縣市資料,,,,,
recJ1Xs0E6xFsA0ge,天主教聖功醫療財團法人聖功醫院,高雄市,苓雅區,高雄市苓雅區建國一路352號,120.323927,22.633118,http://newweb.joseph.org.tw/,07-2238153,http://newweb.joseph.org.tw/c19reg/c19reg.php,醫院各自系統,1107350015,1,2021-07-11T05:50:20.000Z,,,,,,
recJAp13sdzoKWOfd,陳相國聯合診所,臺南市,新化區,台南市新化區中山路491-1號及489號1樓,,,,06-5908878,,,,,2021-07-11T15:22:55.000Z,各縣市資料,,,,,
recJG0BeF9D88rJ6j,臺南市柳營區衛生所,臺南市,柳營區,臺南市柳營區士林里54之5號,,,,06-6220464,,,,,2021-07-11T15:22:06.000Z,各縣市資料,,,,,
recJGyMEAU122Xn8u,瑪家鄉衛生所,屏東縣,瑪家鄉,903台灣屏東縣瑪家鄉風景巷86號903,120.6499025,22.7088185,,"08 799 1164",,,,,2021-07-11T15:19:06.000Z,各縣市資料,,,,,
recJMRAR02VXllp7C,台大醫院癌症中心分院A區門診,臺北市,大安區,台北市大安區基隆路3段155巷57號,121.54391643018,25.014495864818,,,,,,,2021-07-11T15:20:04.000Z,各縣市資料,,,,,
recJSaub2yniuSE7m,郭宗男婦產科診所,臺南市,中西區,台南市中西區金華路三段124號,,,,06-2295230,,,,,2021-07-11T15:22:14.000Z,各縣市資料,,,,,
recJWC2qamfzu2hE9,澤民診所,臺北市,大同區,臺北市大同區酒泉街104號,121.5142823225,25.071943571927,,02-2596-3539,,,,,2021-07-11T15:19:17.000Z,各縣市資料,,,,,
recJWJvMbQOjdJPkS,安東診所,臺北市,大安區,臺北市大安區和平東路2段98-1號,121.54147305242,25.024936180773,,02-2378-6111,,,,,2021-07-11T15:19:23.000Z,各縣市資料,,,,,
recJawkzf5u52xNpB,雙連婦產科小兒科診所,臺北市,中山區,臺北市中山區民生西路30號4樓,121.52181536375,25.057698393616,,"02-2522-2350
02-2522-2381",,,,,2021-07-11T15:19:27.000Z,各縣市資料,,,,,
recJeZ076QPmQ2BFJ,苗栗縣造橋鄉衛生所,苗栗縣,造橋鄉,苗栗縣造橋鄉造橋村14鄰8－2號,120.864293,24.636724,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335150011,037-542755,,,2335150011,1,2021-07-11T05:50:20.000Z,"僅提供現場報名
",,,,,
recJg5XmTtp5UrWsl,梓榮醫療社團法人弘大醫院,苗栗縣,苗栗市,苗栗縣苗栗市新東街125號,120.820967,24.551515,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=0935010012,037-361188,http://www.hopedoctors.com.tw/news.php,醫院各自系統,0935010012,1,2021-07-11T05:50:20.000Z,"沒有任何網路資訊
",,,,,
recJiwUpRvHM8ZrLI,臺北市立聯合醫院附設政大門診部,臺北市,文山區,臺北市文山區指南路二段117號,121.5765283996,24.987627998821,,,,,,,2021-07-11T15:19:10.000Z,各縣市資料,,,,,
recJkW1lLKlhArBa0,長頸鹿耳鼻喉科,臺南市,新化區,台南市新化區忠孝路126-1號,,,,06-5980007,,,,,2021-07-11T15:22:55.000Z,各縣市資料,,,,,
recJoSeLZvwGmvEZE,臺北市立聯合醫院附設中山門診部,臺北市,中山區,臺北市中山區松江路367號,121.53350134449,25.064394781314,,,,,,,2021-07-11T15:19:08.000Z,各縣市資料,,,,,
recJqPngKS8N6AsCm,佑生婦產科診所,臺南市,新營區,台南市新營區大同路6號,,,,06-6322789,,,,,2021-07-11T15:23:00.000Z,各縣市資料,,,,,
recJuYKEkk3VQrDOZ,桃園市楊梅區衛生所,桃園市,楊梅區,桃園市楊梅區校前路409號,121.149676,24.896985,https://forms.gle/vkiKus9qcLZcR1db6,03-4750151,https://forms.gle/vkiKus9qcLZcR1db6,google表單系列,2332040018,1,2021-07-11T05:50:20.000Z,,,,,,
recK501SkL3qfBPvw,彰化縣彰化市東區衛生所,彰化縣,彰化市,彰化縣彰化市香山里彰南路2段346巷31弄26號,120.586626,24.081845,https://djuphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNqlZmYocja,04-7381647,,彰化衛生所系列,2337010029,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recK8kRya4jSTg8f4,昱德聯合診所,臺北市,北投區,臺北市北投區光明路102號,121.50121785894,25.133095336256,,02-2897-5050,,,,,2021-07-11T15:19:44.000Z,各縣市資料,,,,,
recKIxMBXUyaOEnxg,松德診所,臺北市,大安區,臺北市大安區四維路170巷16號1樓,121.54726675558,25.028111790619,,02-2707-3326,,,,,2021-07-11T15:19:17.000Z,各縣市資料,,,,,
recKLVFTovJ5kD8pw,苗栗縣頭屋鄉衛生所,苗栗縣,頭屋鄉,苗栗縣頭屋鄉頭屋村中山街56巷54號,120.849797,24.576535,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335120013,037-253534,,,2335120013,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recKMM1XlcYnZhokN,衛生福利部花蓮醫院豐濱原住民分院,花蓮縣,豐濱鄉,花蓮縣豐濱鄉豐濱村光豐路41號,121.521306,23.601975,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=0145080011,03-8358141,,,0145080011,1,2021-07-11T11:05:50.000Z,,不詳,,,,
recKPQU7PHU9GKpt5,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,臺南市,麻豆區,臺南市麻豆區小埤里苓子林20號,120.233033,23.179874,http://class.sinlau.org.tw/mode02.asp?m=202104100907442&t=s&da=2,06-5702228,https://rt01.sinlau.org.tw/sinlau/rt01/,新樓醫院系列,1105040016,1,2021-07-11T05:50:20.000Z,,,,,,
recKSEGfEt08wQBAg,澄清綜合醫院中港分院,臺中市,西屯區,臺中市西屯區臺灣大道4段966號,120.617033,24.182853,http://www.ccgh.com.tw/html/webdetail.aspx?pagetype=2&otherkind=1&pageno=1&page=2,04-24632000,http://www.ccgh.com.tw/html/webapbantable.aspx?type_id=A&id=10827&pagetype=3&otherkind=1&type=1&qDept=01,澄清醫院系列,1517061032,1,2021-07-11T05:50:20.000Z,,,,,,
recKWjf6BLha6U1ll,花蓮縣卓溪鄉衛生所,花蓮縣,卓溪鄉,花蓮縣卓溪鄉卓溪村中正路65號,121.303116,23.347797,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345130012,03-8882592,,,2345130012,1,2021-07-11T11:05:50.000Z,,不詳,,,,
recKXRbMTxGNI9Cqm,苗栗縣三灣鄉衛生所,苗栗縣,三灣鄉,苗栗縣三灣鄉三灣村親民路17號,120.956562,24.65284,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335160017,037-831140,,,2335160017,1,2021-07-11T05:50:20.000Z,"僅提供現場報名與電話預約

",,,,,
recKZ6oOZUgIa7xsW,德安小兒科診所,臺北市,文山區,臺北市文山區興隆路四段6-10號,121.5595542215,24.989673072908,,02-2939-5299,,,,,2021-07-11T15:19:39.000Z,各縣市資料,,,,,
recKazVu7Vkl5Tg6D,彰化縣埔鹽鄉衛生所,彰化縣,埔鹽鄉,彰化縣埔鹽鄉好修村員鹿路二段58號,120.463258,24.000351,https://puyphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrnpqYocja,04-8653596,,彰化衛生所系列,2337160015,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recKd6JHLp2HndilM,彰化縣大城鄉衛生所,彰化縣,大城鄉,彰化縣大城鄉大城村中平路126號,120.320695,23.853311,https://dacphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNqnZiYocja,04-8941323,,彰化衛生所系列,2337240018,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recKev9tmxc4JbRW8,慈田耳鼻喉科診所,臺北市,士林區,臺北市士林區延平北路五段185號,121.50999899955,25.083222286486,,02-2812-3595,,,,,2021-07-11T15:19:15.000Z,各縣市資料,,,,,
recKf5aGwxqZyF9vB,林永正診所,臺北市,內湖區,臺北市內湖區康樂街130號,121.61915640447,25.071635625215,,02-2631-5567,,,,,2021-07-11T15:19:32.000Z,各縣市資料,,,,,
recKkqgXMpQRKHA20,陳獻明小兒科診所,臺北市,北投區,臺北市北投區中央南路一段69號,121.50136776264,25.131446695648,,02-2892-8950,,,,,2021-07-11T15:19:44.000Z,各縣市資料,,,,,
recKo1z9L2dWFAfsl,新竹市東區衛生所,新竹市,東區,新竹市東區民族路40之2號,120.973654,24.80544,https://e-health.hcchb.gov.tw/ch/index.jsp,03-5236158,https://e-health.hcchb.gov.tw/ch/index.jsp,新竹市衛生所系列,2312010014,1,2021-07-11T11:05:50.000Z,暫時停止疫苗服務,目前暫停預約,,,,
recKoW1oJ0nLS87Xn,瑞生診所,臺北市,萬華區,臺北市萬華區西園路二段250號,121.49479634643,25.028025768042,,02-2301-2788,,,,,2021-07-11T15:20:02.000Z,各縣市資料,,,,,
recKrHixL1MtviFqK,詹前俊小兒科,臺北市,松山區,臺北市松山區民生東路五段105號,121.56007704157,25.058775724784,,02-2765-3039,,,,,2021-07-11T15:19:49.000Z,各縣市資料,,,,,
recKvpqvSYR9tqnWG,九如鄉衛生所,屏東縣,九如鄉,904台灣屏東縣九如鄉九如路二段247號,120.4891334,22.7360737,,"08 739 2006",,,,,2021-07-11T15:19:03.000Z,各縣市資料,,,,,
recKyXFmznALX53lC,臺南市東區衛生所,臺南市,東區,臺南市東區龍山里林森路1段418號,,,,06-2673613,,,,,2021-07-11T15:22:04.000Z,各縣市資料,,,,,
recL50PW7tyR7M2O7,臺中市石岡區衛生所,臺中市,石岡區,臺中市石岡區石岡街6號,120.777573,24.276012,https://www.health.taichung.gov.tw/1781358/post,04-25721887,,,2336120017,1,2021-07-11T05:50:20.000Z,"6/30-7/5暫停疫苗業務
",,,,,
recL68fwpsI4zRgM9,彰化基督教醫療財團法人二林基督教醫院,彰化縣,二林鎮,彰化縣二林鎮南光里大成路一段558號、安和街40巷28號2樓,120.37111,23.898484,https://erhlin.cch.org.tw/news_detial.aspx?cID=1&Key=128,04-8952031,https://erhlin.cch.org.tw/20rg/opd/Service-e.aspx,彰基醫院系列,1137080017,1,2021-07-11T05:50:20.000Z,"掛其他科，新冠疫苗診
",,,,,
recLGRoivkfnjcLto,大順醫院,苗栗縣,大湖鄉,苗栗縣大湖鄉中正路48之5號,120.867564,24.422401,"http://60.249.72.244/reg/WebRegISAPI.dll/cSmaW5r12Kgc9p0VWEpnIq/$/?call_zone=DN
",037-997666,http://60.249.72.244/reg/WebRegISAPI.dll/FXRgyqFUEKkAbMcOCgrLga/$/?call_zone=DN,大千醫院系列,1535081078,1,2021-07-11T05:50:20.000Z,,,,,,
recLHR8UcyKwhBjlr,長庚醫療財團法人高雄長庚紀念醫院,高雄市,鳥松區,高雄市鳥松區大埤路123號,120.356029,22.649847,https://register.cgmh.org.tw/Department/8/80990D,07-7317123,https://register.cgmh.org.tw/Register/8,長庚醫院系列,1142100017,1,2021-07-11T05:50:20.000Z,,,,,,
recLJZixFSi2WCZAi,張祐禎家庭醫學科診所,臺南市,南區,台南市南區中華南路二段72號,,,,06-2920909,,,,,2021-07-11T15:22:52.000Z,各縣市資料,,,,,
recLLbarIeJtaNLf3,新北市石碇區衛生所,新北市,石碇區,新北市石碇區潭邊里碇坪路1段82號,121.65761,24.991349,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331190019,02-26631325,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331190019,1,2021-07-11T11:05:50.000Z,,預約系統,是,,,
recLfhEp6qK9xZjcJ,三軍總醫院澎湖分院附設民眾診療服務處,澎湖縣,馬公市,澎湖縣馬公市前寮里90號,119.583681,23.554615,http://netreg.afph.tsgh.ndmctsgh.edu.tw/webreg/calendar_type/5xn1z9fPG5H4JDJEV98dHQ%3D%3D,06-9211116,,,0544010031,1,2021-07-11T05:50:20.000Z,"預約系統看起來壞掉了？by SL",,,,,
recLjHNJdjtDvWxJv,屏東縣立體育館(屏東市),屏東縣,屏東市,900台灣屏東縣屏東市勝利路9號,120.4937347,22.6774918,,"08 736 2589",,,,,2021-07-11T15:14:51.000Z,各縣市資料,,,,,
recLlleem8Hjf088W,臺東縣達仁鄉衛生所,臺東縣,達仁鄉,臺東縣達仁鄉安朔村復興路122號,120.884945,22.293353,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346140012,089-702209,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346140012,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統,,,,
recLlpmN4iUPBI1wk,臺南市安定區衛生所,臺南市,安定區,臺南市安定區安定里59－1號,,,,06-5922022,,,,,2021-07-11T15:22:09.000Z,各縣市資料,,,,,
recLtT97SVdA5L7vq,花蓮縣富里鄉衛生所,花蓮縣,富里鄉,花蓮縣富里鄉富里村中山路203號,121.24906,23.178473,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345100014,03-8831029,,,2345100014,1,2021-07-11T11:05:50.000Z,,不詳,,,,
recLylCidvUiiQWTO,信華診所,臺南市,新市區,台南市新市區和平街31號,,,,06-5013355,,,,,2021-07-11T15:22:55.000Z,各縣市資料,,,,,
recM7cgCOnS3ydyKn,衛生福利部臺東醫院,臺東縣,台東市,臺東縣臺東市五權街1號,121.150649,22.757025,https://netreg01.tait.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0519&Date=&Noon=,089-324112,https://netreg01.tait.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0519&Date=&Noon=,衛福部系列,0146010013,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recMDBYDrtN366dGh,佑家診所,臺北市,松山區,臺北市松山區八德路三段233號,121.55714965846,25.048249341087,,02-2578-5658,,,,,2021-07-11T15:19:52.000Z,各縣市資料,,,,,
recMGBd1kYk549spJ,三軍總醫院附設基隆民眾診療服務處,基隆市,仁愛區,基隆市中正區正榮街100號，仁愛區孝二路39號2樓,121.762932,25.144665,https://wwwv.tsgh.ndmctsgh.edu.tw/unit/50000/16472,02-24633330,https://gwebreg.ndmctsgh.edu.tw/webreg/calendar_type/LxNjSGXYsa-ewnlgCkv0PA%3D%3D,國軍醫院系列,0511040010,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recMLoSnhcDNNPaOW,潮州高中中興堂(潮州衛生所站),屏東縣,潮州鎮,920台灣屏東縣潮州鎮中山路11號,120.5452894,22.5495485,,"08 788 2017",,,,,2021-07-11T15:18:58.000Z,各縣市資料,,,,,
recMLqxq42MONZV5h,長宏診所,臺北市,北投區,臺北市北投區中央北路二段121號,121.49447990985,25.137167302789,,02-2896-7372,,,,,2021-07-11T15:19:46.000Z,各縣市資料,,,,,
recMOq5d4hBtA89LL,屏北高中(未開放),屏東縣,鹽埔鄉,"907台灣屏東縣鹽埔鄉莒光路168 號",120.543578,22.759382,,"08 793 7493",,,,,2021-07-11T15:19:00.000Z,各縣市資料,,,,,
recMS64hvVGWomAqd,洪耳鼻喉科診所,臺北市,北投區,臺北市北投區中央南路一段43號,121.5014476067,25.132204633037,,02-2892-8769,,,,,2021-07-11T15:19:46.000Z,各縣市資料,,,,,
